design_name,parts
0,L1_NONCE_PAD,PM3,M5,ECK125109870,PM5,nanoluc_cassette,P_aTc,M1,L3S3P41,P_IPTG,M3,ECK120034435,PM1,M5,ECK125109870,L2_NONCE_PAD
1,L1_NONCE_PAD,PM5,nanoluc_cassette,P_aTc,M1,L3S3P41,PM3,M5,ECK125109870,P_IPTG,M3,ECK120034435,PM1,M5,ECK125109870,L2_NONCE_PAD
2,L1_NONCE_PAD,P_aTc,M1,L3S3P41,PM5,nanoluc_cassette,P_IPTG,M3,ECK120034435,PM1,M5,ECK125109870,PM3,M5,ECK125109870,L2_NONCE_PAD
3,L1_NONCE_PAD,P_aTc,M1,L3S3P41,P_IPTG,M3,ECK120034435,PM3,M5,ECK125109870,PM5,nanoluc_cassette,PM1,M5,ECK125109870,L2_NONCE_PAD
4,L1_NONCE_PAD,P_aTc,M1,L3S3P41,P_IPTG,M3,ECK120034435,PM5,nanoluc_cassette,PM3,M5,ECK125109870,PM1,M5,ECK125109870,L2_NONCE_PAD
