design_name,parts
0,L1_NONCE_PAD,L2_NONCE_PAD,pBetI,YFP_cassette,pBM3R1,pPhlF,AraJ,V1,VanR,ECK120033736,pSrpR,RiboJ53,P2,PhlF,ECK120033737,pLmrA,pHlyIIR,RiboJ10,S4,SrpR,ECK120029600,pTet,pSrpR,BydvJ,A1,AmtR,L3S2P55,pTet,SarJ,B2,BM3R1,L3S2P11,pLux2,RiboJ64,N1,LmrA,ECK120010876,pCin,RiboJ51,H1,HlyIIR,ECK120010799,pAmtR,pVanR,RiboJ57,E1,BetI,L3S3P11,L3_NONCE_PAD,pSrpR,YFP_cassette
